CustomerID,Country,MNOPartner,CustomerTenureMonths,AverageMonthlyTopUp,TopUpFrequency,BehavioralScore,RegistrationDate
C001300,Kenya,Airtel Kenya,46,13.62,16,612,17/03/2021
C001301,Nigeria,MTN Nigeria,35,17.9,13,579,06/02/2022
C001302,Ghana,MTN Ghana,57,15.7,27,871,25/04/2020
C001303,Uganda,MTN Uganda,54,13.46,22,844,23/07/2020
C001304,Nigeria,MTN Nigeria,36,22.39,17,742,23/12/2021
C001305,Uganda,Airtel Uganda,39,12.57,28,788,16/10/2021
C001306,Pakistan,Jazz,49,10.46,25,664,13/12/2020
C001307,Ghana,Telecel Ghana,17,10.82,4,502,12/07/2023
C001308,Ghana,Telecel Ghana,60,15.73,24,747,19/01/2020
C001309,Nigeria,MTN Nigeria,23,13.69,12,444,22/01/2023
C001310,Pakistan,Telenor Pakistan,44,8.96,8,546,19/05/2021
C001311,Kenya,Safaricom,50,16.69,16,656,28/10/2020
C001312,Pakistan,Zong,54,12.27,16,664,29/06/2020
C001313,Ghana,Telecel Ghana,36,12.18,27,685,21/12/2021
C001314,Nigeria,MTN Nigeria,38,15.84,20,546,31/10/2021
C001315,Nigeria,Airtel Nigeria,36,14.37,6,459,19/12/2021
C001316,Ghana,MTN Ghana,9,11.16,8,550,17/03/2024
C001317,Ghana,MTN Ghana,66,10.84,21,656,21/07/2019
C001318,Nigeria,Airtel Nigeria,53,10.41,9,389,30/07/2020
C001319,Uganda,MTN Uganda,51,10.64,21,613,16/10/2020
C001320,Pakistan,Telenor Pakistan,39,10,6,484,24/09/2021
C001321,Kenya,Safaricom,51,13.89,21,671,27/09/2020
C001322,Kenya,Safaricom,35,16.94,15,649,03/02/2022
C001323,Nigeria,Glo Nigeria,33,15.86,17,581,11/04/2022
C001324,Uganda,MTN Uganda,63,9.13,22,761,26/10/2019
C001325,Kenya,Safaricom,11,11.86,17,465,21/01/2024
C001326,Pakistan,Jazz,22,8.05,18,625,21/02/2023
C001327,Kenya,Airtel Kenya,33,11.38,16,638,31/03/2022
C001328,Ghana,MTN Ghana,29,9.43,8,395,27/07/2022
C001329,Nigeria,MTN Nigeria,32,19.42,20,715,17/05/2022
C001330,Nigeria,MTN Nigeria,49,19.11,20,810,22/12/2020
C001331,Uganda,MTN Uganda,34,8.61,23,590,11/03/2022
C001332,Kenya,Airtel Kenya,42,18.84,33,861,25/06/2021
C001333,Kenya,Safaricom,7,15.92,19,690,21/05/2024
C001334,Pakistan,Telenor Pakistan,26,10.09,21,667,03/11/2022
C001335,Pakistan,Telenor Pakistan,34,8.38,21,525,27/02/2022
C001336,Pakistan,Jazz,23,6.53,10,350,30/01/2023
C001337,Nigeria,MTN Nigeria,32,14.08,9,462,13/05/2022
C001338,Ghana,MTN Ghana,52,14.83,19,684,09/09/2020
C001339,Pakistan,Jazz,29,9.76,10,626,26/07/2022
C001340,Kenya,Safaricom,12,12.49,13,461,11/12/2023
C001341,Nigeria,Glo Nigeria,44,21.33,22,631,11/05/2021
C001342,Uganda,Airtel Uganda,26,7.19,17,518,08/11/2022
C001343,Kenya,Airtel Kenya,50,10.24,18,599,29/10/2020
C001344,Ghana,MTN Ghana,30,9.13,11,452,05/07/2022
C001345,Pakistan,Jazz,59,12.57,13,644,23/02/2020
C001346,Ghana,Telecel Ghana,26,8.15,15,557,29/10/2022
C001347,Kenya,Airtel Kenya,64,13.65,19,744,29/09/2019
C001348,Kenya,Safaricom,52,10.73,10,424,26/08/2020
C001349,Kenya,Safaricom,45,17.35,17,700,30/03/2021
C001350,Nigeria,Airtel Nigeria,63,17.8,27,838,17/10/2019
C001351,Uganda,Airtel Uganda,1,4.75,8,303,16/11/2024
C001352,Uganda,Airtel Uganda,51,7.99,18,624,13/10/2020
C001353,Nigeria,Airtel Nigeria,32,12.72,6,341,03/05/2022
C001354,Kenya,Safaricom,24,13.13,17,539,15/12/2022
C001355,Pakistan,Jazz,49,10.61,25,657,02/12/2020
C001356,Nigeria,MTN Nigeria,31,16.37,11,491,28/05/2022
C001357,Kenya,Safaricom,47,14.72,20,665,23/01/2021
C001358,Kenya,Airtel Kenya,59,18.87,27,735,23/02/2020
C001359,Ghana,MTN Ghana,36,8.32,14,503,21/12/2021
C001360,Nigeria,MTN Nigeria,29,11.75,5,542,10/08/2022
C001361,Ghana,MTN Ghana,58,12.49,18,721,21/03/2020
C001362,Kenya,Safaricom,53,11.33,18,598,06/08/2020
C001363,Ghana,MTN Ghana,43,16.24,22,789,17/06/2021
C001364,Nigeria,MTN Nigeria,38,17.28,22,620,04/11/2021
C001365,Kenya,Airtel Kenya,9,11.86,23,598,27/03/2024
C001366,Kenya,Safaricom,53,17.2,18,705,25/08/2020
C001367,Nigeria,MTN Nigeria,46,14.17,7,492,18/03/2021
C001368,Nigeria,MTN Nigeria,44,20.13,20,751,09/05/2021
C001369,Nigeria,Airtel Nigeria,39,14.26,14,,17/10/2021
C001370,Kenya,Safaricom,43,19.34,27,728,24/05/2021
C001371,Nigeria,Glo Nigeria,21,14.94,7,488,31/03/2023
C001372,Pakistan,Jazz,43,12.38,20,647,30/05/2021
C001373,Kenya,Airtel Kenya,19,13.57,19,539,05/06/2023
C001374,Uganda,Airtel Uganda,54,12.18,30,,10/07/2020
C001375,Pakistan,Jazz,6,5.4,9,397,02/07/2024
C001376,Nigeria,MTN Nigeria,31,13.34,7,423,11/06/2022
C001377,Ghana,MTN Ghana,49,10.42,28,717,03/12/2020
C001378,Pakistan,Zong,29,12.03,14,596,05/08/2022
C001379,Ghana,MTN Ghana,33,9.14,18,559,19/03/2022
C001380,Kenya,Safaricom,24,10.38,10,486,14/12/2022
C001381,Kenya,Safaricom,61,15.49,12,700,26/12/2019
C001382,Nigeria,Glo Nigeria,20,13.81,10,484,23/04/2023
C001383,Kenya,Safaricom,52,15.81,18,679,01/09/2020
C001384,Pakistan,Telenor Pakistan,23,10.68,13,564,03/02/2023
C001385,Pakistan,Jazz,50,11.44,14,619,29/10/2020
C001386,Nigeria,Glo Nigeria,42,16.53,13,486,29/06/2021
C001387,Uganda,MTN Uganda,42,7.09,13,471,12/07/2021
C001388,Kenya,Safaricom,69,16.1,20,738,01/05/2019
C001389,Pakistan,Zong,34,10.27,11,515,05/03/2022
C001390,Nigeria,MTN Nigeria,47,12.71,7,500,10/02/2021
C001391,Pakistan,Jazz,67,9.68,20,677,17/06/2019
C001392,Uganda,Airtel Uganda,26,7.59,25,686,07/11/2022
C001393,Nigeria,MTN Nigeria,39,22.34,27,749,10/10/2021
C001394,Nigeria,MTN Nigeria,21,20.51,17,697,17/03/2023
C001395,Uganda,Airtel Uganda,61,9.1,28,708,04/12/2019
C001396,Nigeria,Airtel Nigeria,13,13.47,14,592,16/11/2023
C001397,Kenya,Airtel Kenya,21,12.45,17,742,02/04/2023
C001398,Pakistan,Jazz,32,12.11,17,759,03/05/2022
C001399,Ghana,MTN Ghana,2,8.14,7,505,25/10/2024
C001400,Kenya,Airtel Kenya,61,20.61,28,857,17/12/2019
C001401,Kenya,Safaricom,35,20.43,22,790,01/02/2022
C001402,Nigeria,MTN Nigeria,10,18.5,13,592,11/02/2024
C001403,Pakistan,Jazz,30,10.46,9,532,23/06/2022
C001404,Kenya,Safaricom,29,14.13,7,,10/08/2022
C001405,Nigeria,MTN Nigeria,10,19.07,13,624,08/02/2024
C001406,Nigeria,Airtel Nigeria,25,16.97,19,596,11/12/2022
C001407,Pakistan,Zong,35,11.32,23,596,15/02/2022
C001408,Nigeria,MTN Nigeria,31,17.26,23,609,22/05/2022
C001409,Pakistan,Telenor Pakistan,36,10.5,21,665,09/01/2022
C001410,Uganda,MTN Uganda,46,5.86,9,498,26/02/2021
C001411,Uganda,MTN Uganda,57,7.62,7,466,25/04/2020
C001412,Pakistan,Telenor Pakistan,16,8.67,11,414,02/09/2023
C001413,Uganda,MTN Uganda,30,11.93,21,767,22/06/2022
C001414,Pakistan,Zong,40,10.71,21,692,14/09/2021
C001415,Nigeria,MTN Nigeria,51,21.27,30,753,09/10/2020
C001416,Uganda,MTN Uganda,48,12.54,23,766,01/01/2021
C001417,Kenya,Safaricom,57,18.04,31,748,17/04/2020
C001418,Kenya,Safaricom,73,14.15,13,652,30/12/2018
C001419,Pakistan,Zong,22,11.18,23,744,17/02/2023
C001420,Pakistan,Telenor Pakistan,38,10.99,22,715,31/10/2021
C001421,Uganda,MTN Uganda,75,13.53,20,799,08/10/2018
C001422,Kenya,Safaricom,22,9.91,15,522,20/02/2023
C001423,Kenya,Safaricom,51,16.45,23,642,02/10/2020
C001424,Kenya,Airtel Kenya,37,9.68,20,499,30/11/2021
C001425,Kenya,Safaricom,39,11.78,9,407,29/09/2021
C001426,Kenya,Safaricom,62,12.35,7,570,17/11/2019
C001427,Nigeria,MTN Nigeria,52,21.87,23,733,28/08/2020
C001428,Nigeria,MTN Nigeria,1,14.75,13,463,08/11/2024
C001429,Uganda,MTN Uganda,3,5.96,3,319,26/09/2024
C001430,Kenya,Safaricom,77,17.27,21,703,09/08/2018
C001431,Pakistan,Jazz,9,6.93,10,526,30/03/2024
C001432,Ghana,MTN Ghana,22,6.1,4,334,20/02/2023
C001433,Nigeria,MTN Nigeria,13,,27,783,11/11/2023
C001434,Nigeria,Glo Nigeria,31,23.04,29,791,04/06/2022
C001435,Nigeria,Airtel Nigeria,47,17.36,9,576,16/02/2021
C001436,Pakistan,Jazz,41,9.69,16,657,22/07/2021
C001437,Nigeria,MTN Nigeria,32,19.39,10,620,24/04/2022
C001438,Kenya,Safaricom,19,11.05,20,542,29/05/2023
C001439,Pakistan,Zong,18,11.13,25,749,12/06/2023
C001440,Pakistan,Telenor Pakistan,58,11.32,13,739,25/03/2020
C001441,Nigeria,MTN Nigeria,31,18.33,15,595,01/06/2022
C001442,Nigeria,Glo Nigeria,8,11.6,12,540,01/05/2024
C001443,Nigeria,Airtel Nigeria,26,16.16,7,,08/11/2022
C001444,Nigeria,Airtel Nigeria,31,13.51,12,424,06/06/2022
C001445,Nigeria,MTN Nigeria,23,14.02,14,470,25/01/2023
C001446,Ghana,MTN Ghana,21,6.85,8,397,07/04/2023
C001447,Pakistan,Telenor Pakistan,48,13.62,19,746,07/01/2021
C001448,Kenya,Safaricom,14,12.49,7,461,16/10/2023
C001449,Ghana,Telecel Ghana,34,10.56,14,570,14/03/2022
C001450,Nigeria,Airtel Nigeria,46,14.75,13,593,23/03/2021
C001451,Uganda,MTN Uganda,66,10.42,23,777,10/07/2019
C001452,Ghana,MTN Ghana,70,14.71,29,873,22/03/2019
C001453,Pakistan,Telenor Pakistan,24,8.77,9,582,07/01/2023
C001454,Pakistan,Jazz,27,7.35,3,371,18/09/2022
C001455,Kenya,Safaricom,52,14.18,20,711,12/09/2020
C001456,Nigeria,Airtel Nigeria,10,13.81,14,407,04/03/2024
C001457,Nigeria,MTN Nigeria,23,,16,530,02/02/2023
C001458,Kenya,Safaricom,33,10.71,9,434,31/03/2022
C001459,Pakistan,Telenor Pakistan,72,15.29,25,789,25/01/2019
C001460,Kenya,Safaricom,1,8.3,5,351,04/11/2024
C001461,Uganda,MTN Uganda,60,7.32,19,589,10/01/2020
C001462,Kenya,Safaricom,60,15.19,21,685,26/01/2020
C001463,Nigeria,Airtel Nigeria,37,15.87,19,573,08/12/2021
C001464,Kenya,Safaricom,21,11.94,4,457,02/04/2023
C001465,Ghana,MTN Ghana,52,15.35,18,732,20/09/2020
C001466,Ghana,Telecel Ghana,40,15.19,24,776,18/09/2021
C001467,Kenya,Safaricom,38,17.45,20,654,15/11/2021
C001468,Nigeria,Airtel Nigeria,22,16.78,29,698,21/02/2023
C001469,Uganda,Airtel Uganda,21,9.24,14,737,05/04/2023
C001470,Nigeria,Glo Nigeria,81,17.62,21,728,26/04/2018
C001471,Pakistan,Jazz,38,10.84,15,607,14/11/2021
C001472,Nigeria,Airtel Nigeria,44,15.83,19,668,24/04/2021
C001473,Nigeria,Glo Nigeria,14,8.21,11,332,10/10/2023
C001474,Kenya,Safaricom,11,12.57,12,442,17/01/2024
C001475,Kenya,Safaricom,14,8.22,1,377,30/10/2023
C001476,Kenya,Safaricom,23,8.48,14,417,24/01/2023
C001477,Kenya,Airtel Kenya,28,11.16,19,533,03/09/2022
C001478,Pakistan,Jazz,37,10.07,23,748,21/11/2021
C001479,Kenya,Safaricom,57,12.87,16,774,09/04/2020
C001480,Kenya,Safaricom,50,14.35,21,737,20/11/2020
C001481,Kenya,Airtel Kenya,48,13.46,20,672,20/01/2021
C001482,Nigeria,MTN Nigeria,52,20.99,23,674,01/09/2020
C001483,Ghana,Telecel Ghana,26,9.27,5,507,23/10/2022
C001484,Nigeria,Airtel Nigeria,32,17.98,12,584,26/04/2022
C001485,Ghana,Telecel Ghana,54,11.33,18,547,17/07/2020
C001486,Nigeria,Glo Nigeria,29,21.29,25,692,26/07/2022
C001487,Pakistan,Jazz,29,16.35,28,862,07/08/2022
C001488,Kenya,Safaricom,60,16.96,28,798,09/01/2020
C001489,Pakistan,Jazz,19,6.91,13,501,02/06/2023
C001490,Kenya,Airtel Kenya,31,12.36,25,738,13/06/2022
C001491,Nigeria,MTN Nigeria,41,12,12,497,27/07/2021
C001492,Uganda,Airtel Uganda,10,5.93,5,307,12/02/2024
C001493,Ghana,Telecel Ghana,1,7.86,2,382,09/11/2024
C001494,Uganda,MTN Uganda,58,6.44,15,517,09/03/2020
C001495,Kenya,Airtel Kenya,9,10.4,9,567,18/03/2024
C001496,Ghana,MTN Ghana,34,12.87,18,589,23/02/2022
C001497,Pakistan,Jazz,1,7.27,6,408,16/11/2024
C001498,Ghana,MTN Ghana,62,13.02,29,880,03/11/2019
C001499,Kenya,Safaricom,34,17.93,16,698,24/02/2022
C001500,Ghana,MTN Ghana,47,11.99,13,589,05/02/2021
C001501,Ghana,Telecel Ghana,42,12.09,20,676,04/07/2021
C001502,Pakistan,Jazz,54,9.44,18,577,28/06/2020
C001503,Kenya,Safaricom,27,13.72,19,571,29/09/2022
C001504,Kenya,Airtel Kenya,17,13.26,13,660,07/08/2023
C001505,Uganda,Airtel Uganda,51,13.18,16,745,29/09/2020
C001506,Kenya,Safaricom,38,16.5,14,669,18/11/2021
C001507,Uganda,Airtel Uganda,8,,11,593,29/04/2024
C001508,Kenya,Safaricom,1,8.89,11,332,23/11/2024
C001509,Nigeria,Airtel Nigeria,37,24.97,27,755,18/12/2021
C001510,Uganda,Airtel Uganda,57,6.46,10,568,21/04/2020
C001511,Nigeria,Airtel Nigeria,37,10.57,17,479,13/12/2021
C001512,Nigeria,MTN Nigeria,48,24.6,30,817,06/01/2021
C001513,Ghana,MTN Ghana,43,9.49,9,599,26/05/2021
C001514,Uganda,Airtel Uganda,1,8.6,8,527,24/11/2024
C001515,Pakistan,Jazz,17,7.99,3,463,30/07/2023
C001516,Nigeria,MTN Nigeria,45,16.02,17,642,02/04/2021
C001517,Nigeria,Airtel Nigeria,59,19.76,26,859,07/02/2020
C001518,Pakistan,Telenor Pakistan,30,11.73,17,631,18/06/2022
C001519,Nigeria,MTN Nigeria,27,11.93,3,499,29/09/2022
C001520,Nigeria,MTN Nigeria,45,14.84,12,650,30/03/2021
C001521,Nigeria,Glo Nigeria,42,17.87,20,678,26/06/2021
C001522,Kenya,Safaricom,27,6.56,6,324,02/10/2022
C001523,Pakistan,Jazz,55,13.34,15,782,01/06/2020
C001524,Uganda,MTN Uganda,20,6.36,1,309,13/04/2023
C001525,Uganda,MTN Uganda,74,11.96,26,749,01/12/2018
C001526,Nigeria,Glo Nigeria,61,21.12,17,752,06/12/2019
C001527,Kenya,Safaricom,41,7.72,4,330,02/08/2021
C001528,Kenya,Safaricom,35,18.87,15,710,23/01/2022
C001529,Nigeria,MTN Nigeria,21,22.54,23,708,27/03/2023
C001530,Nigeria,MTN Nigeria,30,17.89,6,557,10/07/2022
C001531,Kenya,Safaricom,35,12.12,16,636,04/02/2022
C001532,Nigeria,Glo Nigeria,36,8.2,8,323,28/12/2021
C001533,Ghana,Telecel Ghana,5,6.95,10,421,09/07/2024
C001534,Uganda,MTN Uganda,50,9.93,22,790,21/11/2020
C001535,Nigeria,MTN Nigeria,32,10.97,8,480,12/05/2022
C001536,Kenya,Safaricom,27,12.7,9,467,07/10/2022
C001537,Uganda,MTN Uganda,34,7.63,11,612,01/03/2022
C001538,Uganda,Airtel Uganda,36,6.99,13,538,17/01/2022
C001539,Uganda,MTN Uganda,63,12.56,21,741,02/10/2019
C001540,Kenya,Safaricom,68,18.69,18,712,12/05/2019
C001541,Uganda,Airtel Uganda,52,9.82,28,798,28/08/2020
C001542,Nigeria,MTN Nigeria,6,10.12,2,375,05/07/2024
C001543,Kenya,Airtel Kenya,59,15.16,9,602,19/02/2020
C001544,Nigeria,MTN Nigeria,35,25.71,21,789,03/02/2022
C001545,Kenya,Safaricom,70,15.97,20,689,11/03/2019
C001546,Kenya,Airtel Kenya,58,13.33,16,625,09/03/2020
C001547,Nigeria,MTN Nigeria,58,17.84,15,597,16/03/2020
C001548,Uganda,Airtel Uganda,48,10.33,12,623,13/01/2021
C001549,Kenya,Safaricom,1,8.83,6,473,23/11/2024
C001550,Nigeria,MTN Nigeria,22,16.53,14,622,02/03/2023
C001551,Nigeria,Glo Nigeria,31,15.87,8,474,27/05/2022
C001552,Kenya,Safaricom,39,17.91,27,763,23/09/2021
C001553,Kenya,Airtel Kenya,36,12.06,19,664,03/01/2022
C001554,Kenya,Safaricom,41,13.71,11,547,24/07/2021
C001555,Nigeria,MTN Nigeria,48,22.55,28,784,14/01/2021
C001556,Uganda,MTN Uganda,15,7.43,16,564,14/09/2023
C001557,Pakistan,Zong,39,7.51,5,472,19/10/2021
C001558,Kenya,Safaricom,64,16.44,13,854,08/09/2019
C001559,Ghana,Telecel Ghana,42,16.08,15,727,23/06/2021
C001560,Pakistan,Jazz,43,7.86,16,553,13/06/2021
C001561,Pakistan,Telenor Pakistan,52,14.37,26,776,04/09/2020
C001562,Ghana,MTN Ghana,56,11.25,9,604,25/05/2020
C001563,Pakistan,Jazz,35,11.07,17,561,22/01/2022
C001564,Pakistan,Zong,48,10.47,14,501,08/01/2021
C001565,Uganda,MTN Uganda,4,9.96,19,548,22/08/2024
C001566,Kenya,Safaricom,47,16.61,21,652,25/01/2021
C001567,Nigeria,Airtel Nigeria,28,15.29,20,575,18/08/2022
C001568,Nigeria,MTN Nigeria,35,17.94,24,752,10/02/2022
C001569,Kenya,Safaricom,60,13.56,21,685,31/12/2019
C001570,Kenya,Airtel Kenya,46,13.36,12,559,17/03/2021
C001571,Kenya,Safaricom,19,15.1,26,764,18/05/2023
C001572,Ghana,MTN Ghana,68,14.83,22,872,10/05/2019
C001573,Ghana,Telecel Ghana,49,9.52,17,656,08/12/2020
C001574,Uganda,Airtel Uganda,34,11.61,22,716,01/03/2022
C001575,Nigeria,MTN Nigeria,39,17.16,29,791,08/10/2021
C001576,Nigeria,Airtel Nigeria,1,9.76,3,348,20/11/2024
C001577,Uganda,MTN Uganda,28,8.66,18,559,30/08/2022
C001578,Uganda,Airtel Uganda,22,7.15,9,459,16/02/2023
C001579,Pakistan,Zong,49,12.1,20,619,09/12/2020
C001580,Pakistan,Zong,37,10.02,11,557,01/12/2021
C001581,Pakistan,Zong,25,12.37,21,667,22/11/2022
C001582,Kenya,Safaricom,55,15.2,23,787,30/05/2020
C001583,Kenya,Safaricom,28,10.18,9,553,20/08/2022
C001584,Nigeria,MTN Nigeria,28,20.35,18,672,03/09/2022
C001585,Ghana,MTN Ghana,28,11.81,29,798,20/08/2022
C001586,Pakistan,Jazz,62,14.85,20,804,16/11/2019
C001587,Kenya,Safaricom,57,19.98,17,773,25/04/2020
C001588,Ghana,Telecel Ghana,40,9.18,15,550,17/09/2021
C001589,Nigeria,Glo Nigeria,19,16.73,6,530,05/06/2023
C001590,Nigeria,MTN Nigeria,31,13.77,18,501,05/06/2022
C001591,Nigeria,MTN Nigeria,22,16.73,25,683,01/03/2023
C001592,Nigeria,Airtel Nigeria,15,14.19,16,521,04/10/2023
C001593,Pakistan,Jazz,47,12.59,21,730,16/02/2021
C001594,Kenya,Airtel Kenya,39,15.93,21,584,19/10/2021
C001595,Uganda,Airtel Uganda,14,8.29,22,627,12/10/2023
C001596,Ghana,MTN Ghana,11,10.17,9,488,30/01/2024
C001597,Nigeria,MTN Nigeria,31,15.24,21,600,28/05/2022
C001598,Nigeria,MTN Nigeria,49,14.12,11,578,09/12/2020
C001599,Uganda,MTN Uganda,39,11.85,22,785,09/10/2021
C001600,Nigeria,MTN Nigeria,23,13.44,1,406,04/02/2023
C001601,Pakistan,Jazz,50,13.05,22,734,22/11/2020
C001602,Nigeria,MTN Nigeria,22,16.45,9,475,10/03/2023
C001603,Ghana,MTN Ghana,29,7.22,8,464,26/07/2022
C001604,Uganda,MTN Uganda,33,11.71,24,812,04/04/2022
C001605,Nigeria,Airtel Nigeria,19,13.04,10,513,13/05/2023
C001606,Nigeria,MTN Nigeria,46,15.28,10,462,19/03/2021
C001607,Pakistan,Zong,66,8.91,25,694,05/07/2019
C001608,Nigeria,MTN Nigeria,48,13.84,11,593,20/01/2021
C001609,Kenya,Safaricom,29,8.62,7,304,25/07/2022
C001610,Kenya,Safaricom,1,9.29,9,428,04/11/2024
C001611,Nigeria,Airtel Nigeria,2,11.68,7,355,29/10/2024
C001612,Uganda,MTN Uganda,31,10.94,15,602,02/06/2022
C001613,Uganda,MTN Uganda,61,6.96,7,463,02/12/2019
C001614,Kenya,Safaricom,45,16.62,24,766,29/03/2021
C001615,Uganda,Airtel Uganda,58,12.93,23,737,22/03/2020
C001616,Nigeria,MTN Nigeria,36,16.68,9,532,12/01/2022
C001617,Nigeria,MTN Nigeria,45,,12,645,12/04/2021
C001618,Ghana,Telecel Ghana,31,11.5,13,538,03/06/2022
C001619,Pakistan,Jazz,11,8.75,15,513,29/01/2024
C001620,Nigeria,MTN Nigeria,1,16.87,17,528,30/11/2024
C001621,Nigeria,Airtel Nigeria,69,21.52,27,770,19/04/2019
C001622,Kenya,Safaricom,28,11.84,18,620,02/09/2022
C001623,Uganda,MTN Uganda,12,10.92,17,654,29/12/2023
C001624,Nigeria,MTN Nigeria,47,13.52,18,650,28/01/2021
C001625,Kenya,Safaricom,50,17.96,15,702,15/11/2020
C001626,Uganda,Airtel Uganda,52,10.96,15,655,29/08/2020
C001627,Kenya,Safaricom,43,13.35,10,477,21/06/2021
C001628,Nigeria,Airtel Nigeria,43,17.57,25,855,06/06/2021
C001629,Nigeria,MTN Nigeria,20,15.31,15,568,14/04/2023
C001630,Kenya,Safaricom,28,10.41,8,554,06/09/2022
C001631,Kenya,Safaricom,45,11.6,9,553,03/04/2021
C001632,Pakistan,Jazz,2,8.93,18,575,11/10/2024
C001633,Ghana,Telecel Ghana,26,9.11,6,453,03/11/2022
C001634,Ghana,MTN Ghana,39,8.62,7,464,30/09/2021
C001635,Pakistan,Telenor Pakistan,52,12.71,17,634,05/09/2020
C001636,Kenya,Safaricom,48,12.02,12,611,08/01/2021
C001637,Kenya,Safaricom,68,16.32,28,798,22/05/2019
C001638,Pakistan,Telenor Pakistan,9,13.68,18,781,23/03/2024
C001639,Nigeria,Airtel Nigeria,69,17.23,20,716,29/04/2019
C001640,Uganda,MTN Uganda,60,13.13,23,842,14/01/2020
C001641,Uganda,MTN Uganda,68,11.69,22,744,24/05/2019
C001642,Nigeria,Airtel Nigeria,1,11.81,3,354,22/11/2024
C001643,Kenya,Safaricom,12,14.84,16,625,31/12/2023
C001644,Nigeria,MTN Nigeria,67,20.42,23,651,17/06/2019
C001645,Nigeria,Airtel Nigeria,26,21.78,15,646,13/11/2022
C001646,Kenya,Safaricom,22,8.73,8,486,12/03/2023
C001647,Nigeria,MTN Nigeria,48,17.84,17,656,16/01/2021
C001648,Uganda,MTN Uganda,47,10.05,21,594,04/02/2021
C001649,Pakistan,Zong,58,8.37,18,675,21/03/2020
C001650,Uganda,MTN Uganda,55,11.53,29,796,12/06/2020
C001651,Nigeria,Airtel Nigeria,20,17.67,15,595,08/05/2023
C001652,Nigeria,Glo Nigeria,52,15.48,23,668,12/09/2020
C001653,Nigeria,Airtel Nigeria,53,17.38,20,672,12/08/2020
C001654,Nigeria,MTN Nigeria,11,19.46,19,624,28/01/2024
C001655,Pakistan,Telenor Pakistan,46,6.3,4,460,22/03/2021
C001656,Kenya,Safaricom,4,11.99,12,668,16/08/2024
C001657,Nigeria,Airtel Nigeria,52,19.37,20,612,18/09/2020
C001658,Uganda,Airtel Uganda,25,9.86,19,582,29/11/2022
C001659,Kenya,Airtel Kenya,40,12.08,22,513,29/08/2021
C001660,Nigeria,MTN Nigeria,63,21.41,20,844,27/10/2019
C001661,Nigeria,MTN Nigeria,44,15.54,22,710,02/05/2021
C001662,Ghana,Telecel Ghana,51,14.43,15,698,13/10/2020
C001663,Uganda,MTN Uganda,34,7.59,12,587,03/03/2022
C001664,Nigeria,Airtel Nigeria,49,20.55,15,627,21/12/2020
C001665,Pakistan,Jazz,82,13.9,24,767,25/03/2018
C001666,Pakistan,Telenor Pakistan,13,7.58,12,568,27/11/2023
C001667,Uganda,Airtel Uganda,2,11.72,23,774,28/10/2024
C001668,Nigeria,MTN Nigeria,43,24.53,26,765,06/06/2021
C001669,Nigeria,MTN Nigeria,31,20.22,21,625,28/05/2022
C001670,Pakistan,Zong,33,10.91,20,630,06/04/2022
C001671,Kenya,Safaricom,30,12.65,21,693,27/06/2022
C001672,Ghana,MTN Ghana,56,13.46,19,687,17/05/2020
C001673,Uganda,MTN Uganda,13,9.08,12,568,14/11/2023
C001674,Nigeria,MTN Nigeria,54,20.63,23,738,18/07/2020
C001675,Uganda,Airtel Uganda,28,5.35,2,378,22/08/2022
C001676,Pakistan,Jazz,36,10.84,14,542,06/01/2022
C001677,Uganda,MTN Uganda,38,7.97,8,532,02/11/2021
C001678,Kenya,Airtel Kenya,61,14.33,21,739,27/12/2019
C001679,Pakistan,Jazz,43,9.81,15,683,19/06/2021
C001680,Kenya,Safaricom,31,11.97,14,607,18/05/2022
C001681,Uganda,Airtel Uganda,43,,12,591,21/06/2021
C001682,Uganda,Airtel Uganda,48,8.15,14,642,06/01/2021
C001683,Uganda,Airtel Uganda,60,10.62,21,736,15/01/2020
C001684,Nigeria,Airtel Nigeria,31,19.41,17,863,28/05/2022
C001685,Nigeria,MTN Nigeria,45,17.72,14,742,22/04/2021
C001686,Nigeria,MTN Nigeria,34,17.02,26,780,13/03/2022
C001687,Kenya,Airtel Kenya,40,11.36,14,545,09/09/2021
C001688,Kenya,Airtel Kenya,37,10.44,8,478,21/11/2021
C001689,Ghana,MTN Ghana,34,10.93,21,627,08/03/2022
C001690,Kenya,Safaricom,30,15.88,15,659,29/06/2022
C001691,Uganda,MTN Uganda,34,7.09,8,467,01/03/2022
C001692,Pakistan,Jazz,48,13.62,20,780,10/01/2021
C001693,Nigeria,Glo Nigeria,50,11.19,19,509,30/10/2020
C001694,Uganda,Airtel Uganda,52,6.92,11,466,03/09/2020
C001695,Ghana,MTN Ghana,57,9.89,20,680,14/04/2020
C001696,Kenya,Safaricom,51,15.65,23,743,15/10/2020
C001697,Nigeria,MTN Nigeria,73,20.39,13,718,26/12/2018
C001698,Uganda,MTN Uganda,38,9.78,12,580,21/10/2021
C001699,Pakistan,Telenor Pakistan,43,12.76,25,779,18/06/2021
C001700,Uganda,Airtel Uganda,41,10.62,24,794,15/08/2021
C001701,Pakistan,Jazz,26,8.9,25,607,06/11/2022
C001702,Pakistan,Telenor Pakistan,45,13.97,18,709,29/03/2021
C001703,Kenya,Airtel Kenya,32,9.08,13,461,27/04/2022
C001704,Ghana,MTN Ghana,19,9.23,21,649,14/05/2023
C001705,Kenya,Safaricom,20,9.13,11,488,21/04/2023
